source,listing_url,agent_name,agency_name,phone,email,listing_title,property_type,location,search_query,google_rating
google_maps,,,Arabian Home - Short Term Rentals,+971 58 557 6639,,,agency,"Office 2001, The Bay Gate - Business Bay - Dubai - United Arab Emirates",residential property rental agency Dubai,4.9
google_maps,http://www.daytonaproperties.ae/,,Daytona Properties,+971 4 396 7474,info@daytonaproperties.ae,,agency,Al Reemas Building - M10-M11 - Sheikh Zayed Rd - Al Qouz First - Al Quoz - Dubai - United Arab Emirates,residential property rental agency Dubai,4.5
google_maps,http://dreamproperties.ae/,,Dream Properties,+971 58 507 9800,info@drm.ae,,agency,"Dream Properties, Damac Executive Heights - Jebel Ali Race Course Rd - Al Thanyah First - Barsha Heights - Dubai - United Arab Emirates",residential property rental agency Dubai,4.9
google_maps,http://www.outlookproperties.ae/,,Outlook Properties,+971 4 395 8787,,,agency,"Deyaar Building, Unit 203 - البرشاء الأولى - البرشاء - دبي - United Arab Emirates",residential property rental agency Dubai,4.6
google_maps,https://www.theproperty.ae/,,The Property,+971 4 345 1996,hello@theproperty.ae,,agency,"The Onyx Tower 1, Office 703 - الثنيه الثالثة - The Greens - دبي - United Arab Emirates",residential property rental agency Dubai,4.9
google_maps,http://www.7ei8ht6properties.com/,,7EI8HT6 PROPERTIES LLC,+971 4 443 9780,info@7ei8ht6properties.com,,agency,Amaya Plaza - Office 14 - Nadd Al Hamar - Dubai - United Arab Emirates,residential property rental agency Dubai,4.6
google_maps,https://homekeys.ae/,,Home Keys Real Estate | Best Property Agents in Dubai | Leasing & Buying Specialists | Commercial and Residential Experts,+971 52 111 0944,abdussamad@homekeys.ae,,agency,Amiralty tower - Office #: 409 - Al Thanyah First - Barsha Heights - Dubai - United Arab Emirates,residential property rental agency Dubai,4.7
google_maps,https://hh.allsoppandallsopp.com/,,Allsopp & Allsopp Holiday Homes,+971 4 429 4444,,,agency,"30th & 36th Floor, CONTROL TOWER - 24th - Al Hebiah First - Dubai Motor City - Dubai - United Arab Emirates",residential property rental agency Dubai,4.5
google_maps,https://www.teslaproperties.ae/,,Tesla Properties - Real Estate Company in Dubai,+971 4 585 3725,info@teslaproperties.ae,,agency,21E 01 - I Rise Tower - 02 شارع حصة - الثنيه الأولى - Barsha Heights - دبي - United Arab Emirates,residential property rental agency Dubai,4.7
google_maps,https://uniquezone.realestate/,,Unique Zone Real Estate - Property for Rent and Sale in Dubai,+971 55 269 7381,,,agency,"Al Bedaia Building, Bedaia Building - OFFICE 203 - Al Barsha First - Al Barsha - Dubai - United Arab Emirates",residential property rental agency Dubai,4.6
google_maps,https://durranihomes.com/,,Durrani Homes - Luxury Vacation Home Rental,+971 58 108 2601,reservation@durranihomes.com,,agency,"Corporate Office - Not accomodation, The Regal Tower - 1905 - Business Bay - Dubai - United Arab Emirates",residential property rental agency Dubai,4.7
google_maps,http://koredubai.com/,,Kore Real Estate,+971 4 585 2863,flags@2x.png,,agency,25HJ+4C6 Dania 2 - Midtown - S-07 - Me'aisem First - Dubai Production City - Dubai - United Arab Emirates,residential property rental agency Dubai,5
google_maps,http://www.vpd.ae/,,Vierra Property Broker - Property Management & Supervision Company,+971 800 876,flags@2x.webp,,agency,"Office 714, Le Solarium - ند حصه - واحة دبي للسيليكون - دبي - United Arab Emirates",residential property rental agency Dubai,4.7
google_maps,http://www.algebra-property.com/,,Algebra Real Estate Broker LLC,+971 4 425 0019,info@algebra-property.com,,agency,"Marina Heights Tower, Office 102 - مرسى دبي - دبي مارينا - دبي - United Arab Emirates",property leasing company Dubai Marina,4.9
google_maps,,,betterhomes - Marina Office,+971 4 428 1398,,,agency,Marina Plaza - Office 1901 - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.6
google_maps,https://www.powerhousedxb.ae/,,Powerhouse,+971 4 408 7000,,,agency,Marina Plaza - Unit #2405 - 24th Floor - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.5
google_maps,http://www.abodeproperty.ae/,,Abode Property,+971 4 881 2777,,,agency,Al Emreef St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.6
google_maps,https://www.keyviewdubai.com/,,Key View,+971 52 158 6263,,,agency,"Office 404, Arenco Building 3 - الصفوح - مدينة دبي للإنترنت - دبي - United Arab Emirates",property leasing company Dubai Marina,4.5
google_maps,http://www.livbnb.com/,,Livbnb | Vacation Rentals,+971 4 835 7309,hello@livbnb.com,,agency,Marina Plaza - 2006 - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.5
google_maps,https://www.tanamiproperties.com/,,Tanami Properties,+971 4 248 3400,info@tanamiproperties.ae,,agency,Marina Plaza - 3405 Al Marsa St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.4
google_maps,http://atomic.ae/,,Alexander Kaminsky Real Estate,+971 55 662 1503,alinawaz29@gmail.com,,agency,Dubai Marina Mall - Al Marsa St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,property leasing company Dubai Marina,5
google_maps,https://dreamhomerealestatebroker.co/,,Dream Home Real Estate Broker LLC,+971 4 585 8723,hello@favethemes.com,,agency,"S 6,Basement 2,Marina Wharf 1 - مرسى دبي - دبي مارينا - دبي - United Arab Emirates",property leasing company Dubai Marina,4.8
google_maps,http://www.chestertonsmena.com/,,Chestertons MENA,+971 4 381 0200,,,agency,Marina Plaza - Office 1305 - 74 Al Marsa St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.7
google_maps,https://www.indusre.com/,,Indus Real Estate LLC (DMCC Branch),+971 4 241 2888,info@indusre.ae,,agency,"Almas Tower - Office 4H, 4th Floor - الثنيه الخامسة - أبراج بحيرات الجميرا - دبي - United Arab Emirates",property leasing company Dubai Marina,4.5
google_maps,https://www.mds-fund.com/global,,MDS GROUP 【法人設立・会計税務はMDSドバイ】,+971 4 398 9055,help@mds-fund.com,,agency,Marina Plaza - Office no 1406 Floor - 14 Al Marsa St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.9
google_maps,https://alba.homes/,,Alba Homes - Real Estate Agency Dubai,+971 58 810 7254,,,agency,Al Fattan Business Hub - 2nd Floor - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.5
google_maps,https://estate.twocontinents.com/,,Two Continents Real Estate,+971 54 725 3880,,,agency,"Ground Floor, The Marina Torch - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates",property leasing company Dubai Marina,5
google_maps,http://golshani.de/,,La Buena Vida Holiday Homes,+971 50 768 2022,la.buena.vida.holiday.homes@gmail.com,,agency,Al Sayora St - Marsa Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.8
google_maps,http://www.coldwellbanker.ae/,,Coldwell Banker UAE,+971 4 422 0747,info@coldwellbanker.ae,,agency,Building 2 – G4 - Marina Diamond 5 - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.4
google_maps,https://richmondproperties.ae/,,Richmond Properties,+971 800 7722,info@richmondproperties.ae,,agency,"34HP+MRC Al Fattan Business Hub, 1 - Office 604 & 602 - Marsa Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates",property leasing company Dubai Marina,5
google_maps,https://www.obg.ae/?utm_source=googlelocalmaps&utm_medium=gbp,,OBG Real Estate Broker in Dubai,+971 4 582 5999,info@obg.ae,,agency,"16th Floor, Al Habtoor Business Tower - مرسى دبي - دبي مارينا - دبي - United Arab Emirates",property leasing company Dubai Marina,4.1
google_maps,http://www.edwardsandtowers.com/,,Edwards and Towers - Head Office,+971 4 399 5787,info@edwardsandtowers.com,,agency,Marina Plaza - 1903 - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.2
google_maps,https://theluxuryrealestate.ae/,,The Luxury Real Estate (JBR Branch),+971 4 329 9100,info@theluxuryrealestate.ae,,agency,"G-03 Al Fattan Marine Towers, JBR Walk - مرسى دبي - دبي مارينا - دبي - United Arab Emirates",property leasing company Dubai Marina,3.9
google_maps,https://aurantius.ae/,,Aurantius Real Estate,+971 4 392 9715,,,agency,34HP+MRC - Al Fattan Business Hub - 601 - مرسى دبي - مساكن شاطئ جميرا - دبي - United Arab Emirates,property leasing company Dubai Marina,4.5
google_maps,https://alitaroyal.com/,,ALITA ROYAL,+971 50 111 0099,info@alitaroyal.com,,agency,Al Habtoor Business Tower - 1401 - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.9
google_maps,https://www.propertyfinder.ae/,,Property Finder,+971 4 556 0300,,,agency,"Shatha Tower, 1505 - الصفوح - Dubai Media City - دبي - United Arab Emirates",property leasing company Dubai Marina,2.5
google_maps,http://www.castlesplaza.com/,,Castles Plaza Real Estate,+971 4 430 8902,,,agency,Marina Plaza - 2505 - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.1
google_maps,,,Dubai Properties for sale,+971 52 396 5332,,,agency,Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,property leasing company Dubai Marina,2.5
google_maps,https://cavendishmaxwell.com/,,Cavendish Maxwell,+971 4 453 9525,,,agency,"Office 2204, Marina Plaza - Al Marsa St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates",property leasing company Dubai Marina,4.8
google_maps,https://www.morgansrealty.com/,,Morgan's International Realty,+971 4 241 8886,info@morgansrealty.com,,agency,2407 / 2408 / 2409 - برج كونكورد - الصفوح - Dubai Media City - دبي - United Arab Emirates,property leasing company Dubai Marina,4.6
google_maps,https://officesquare.com/,,Office Square Dubai Marina - Al Fattan Business Hub,+971 52 305 6761,sales@officesquare.com,,agency,"Al Fattan Business Hub - Level 9, Level 10 - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates",property leasing company Dubai Marina,5
google_maps,,,"Ain View Studio (Holiday Rental), JBR, Dubai",+971 58 573 8339,,,agency,Rimal 3 - Marsa Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.8
google_maps,https://www.365luxuryhomes.com/,,365 Luxury Homes,+971 52 566 5365,,,agency,Marsa Dubai - Bluewaters Island - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.8
google_maps,https://almashreqproperties.com/,,Al Mashreq Properties,+971 58 519 8006,,,agency,Sadaf 2 Plaza level Shop P30 - مرسى دبي - مساكن شاطئ جميرا - دبي - United Arab Emirates,property leasing company Dubai Marina,3.7
google_maps,http://livelarge.ae/,,LIVE LARGE,+971 4 439 6393,info@livelarge.ae,,agency,Media One Hotel - 38th Floor - Al Sufouh - Dubai Media City - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.6
google_maps,https://www.myoffice.ae/,,myOffice - Dubai Marina Plaza,+971 4 424 5000,,,agency,"Al Marsa Street Marina Plaza,Level 27–29 & 32 - Marina Plaza - مرسى دبي - دبي مارينا - دبي - United Arab Emirates",property leasing company Dubai Marina,4.9
google_maps,https://www.oneluxstay.com/,,One Lux Stay Dubai Sparkle Tower,+971 52 725 8658,reservations@oneluxstay.com,,agency,Sparkle Tower - Marsa Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.9
google_maps,http://www.royalhome.ae/,,Royal Home Real Estate,+971 4 399 0990,,,agency,Al Fattan Marine Towers II - 1st Floor - Office No. 08 Al Mamsha St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,property leasing company Dubai Marina,3.9
google_maps,http://www.alhabtoorrealestate.com/properties/al-habtoor-business-tower,,Al Habtoor Business Tower,+971 4 584 1087,customercare@alhabtoorrealestate.com,,agency,King Salman Bin Abdulaziz Al Saud St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.4
google_maps,http://www.imexre.com/,,IMEX Real Estate,+971 4 395 1911,property@imexre.com,,agency,"Office 2502, 25st floor, Marina Plaza Tower,74, Al Marsa Street - Dubai Marina - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates",property leasing company Dubai Marina,4.2
google_maps,https://mbc-realestate.com/,,MBC Real Estate LLC,+971 4 577 0503,info@mbc-realestate.com,,agency,Indigo Tower - Office 707 - Cluster D - Al Thanyah Fifth - Jumeirah Lakes Towers - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.4
google_maps,https://www.thingas.pro/,,Rent marina dubai,+971 56 664 4663,info@thingas.pro,,agency,Sheikh Zayed Rd - Marsa Dubai - Dubai - United Arab Emirates,property leasing company Dubai Marina,
google_maps,http://uaesmartvacation.com/,,Smart hands vacation homes,+971 50 289 0711,,,agency,Princess Tower - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,property leasing company Dubai Marina,5
google_maps,http://www.oneperfectstay.com/,,One Perfect Stay | Holiday Homes Dubai,+971 54 303 6877,homes@oneperfectstay.com,,agency,"Marina Dubai 3202 - Marina, Marina Plaza - مرسى دبي - دبي مارينا - دبي - United Arab Emirates",property leasing company Dubai Marina,4
google_maps,http://www.rarehomes.com/,,Rare Homes LLC,+971 4 394 3611,hello@email.com,,agency,"611, The Onyx Tower, Tower 2 - الثنيه الثالثة - The Greens - دبي - United Arab Emirates",property leasing company Dubai Marina,4.3
google_maps,https://www.innovateliving.ae/,,Innovate Living Real Estate Developers Dubai,+971 4 421 6770,,,agency,"Al Felea Street, Dubai Marina Office 1901, Al Habtoor Business Tower - مرسى دبي - دبي مارينا - دبي - United Arab Emirates",property leasing company Dubai Marina,4.8
google_maps,https://milliondollar.ae/,,Million Dollar Property,+971 58 595 9277,,,agency,Marina Plaza - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,property leasing company Dubai Marina,5
google_maps,https://thenetwork.ae/,,The Network,+971 58 682 6383,,,agency,Al Marsad St - Al Sufouh - Dubai Media City - Dubai - United Arab Emirates,property leasing company Dubai Marina,4.8
google_maps,,,Brostrom Properties,+971 58 514 0074,,,agency,8 Boulevard Walk Tower - Burj Khalifa - Downtown Dubai - Dubai - United Arab Emirates,property leasing company Downtown Dubai,5
google_maps,https://instaproperties.ae/,,Insta Properties,+971 4 580 3444,admin@instaproperties.ae,,agency,"#201, 2nd Floor - Fifty One Tower - الخليج التجاري - دبي - United Arab Emirates",property leasing company Downtown Dubai,4.7
google_maps,https://leadingproperties.ae/,,Leading Properties,+971 4 244 5777,info@leadingproperties.ae,,agency,The Binary by OMNIYAT - 712 7th Floor - Business Bay - Dubai - United Arab Emirates,property leasing company Downtown Dubai,4.4
google_maps,https://mjb.ae/,,MJB PROPERTIES,+971 4 559 4888,,,agency,"5th Floor, Building 10, Bay Square, Business Bay Dubai, UAE - الخليج التجاري - Bay Square - دبي - United Arab Emirates",property leasing company Downtown Dubai,4.3
google_maps,https://www.fidudubai.com/,,FIDU Properties,+971 800 299,info@fiduproperties.com,,agency,"4th Floor , Office 404 - برج خليفة - وسط مدينة دبي - دبي - United Arab Emirates",property leasing company Downtown Dubai,4.5
google_maps,http://www.dmaxx.ae/,,DMAXX Properties L.L.C,+971 4 582 0582,info@dmaxx.ae,,agency,Burj Gate Burj - Suite 304 48 - Khalifa District - Dubai - United Arab Emirates,property leasing company Downtown Dubai,4
google_maps,https://metropolitan.realestate/?utm_source=gmb&utm_medium=organic&utm_content=listing&utm_campaign=mpp,,Metropolitan Premium Properties,+971 58 648 8888,,,agency,"Office 1913, Al Manara Tower - Business Bay - Dubai - United Arab Emirates",property leasing company Downtown Dubai,4.7
google_maps,https://ocley.com/,,Ocley Group,+971 4 585 6011,info@ocleygroup.com,,agency,"Westburry Office Tower, Office 1509 - الخليج التجاري - دبي - United Arab Emirates",property leasing company Downtown Dubai,5
google_maps,https://fandcproperties.ae/,,F&C Properties,+971 4 284 6515,customer-support@fcproperties.ae,,agency,57PJ+GH6 Building 13 - Marasi Dr - Business Bay - Bay Square - Dubai - United Arab Emirates,property leasing company Downtown Dubai,4.6
google_maps,http://www.dnlproperties.com/,,DNL Properties - Sales Boutique,+971 4 583 3365,manish@dnl.ae,,agency,Retail G07 - Building 8 - الخليج التجاري - Bay Square - دبي - United Arab Emirates,property leasing company Downtown Dubai,4.9
google_maps,https://luxurypropertieshub.com/,,Luxury Properties Hub,+971 4 327 0701,info@luxurypropertieshub.com,,agency,Opal Tower - Office 404 - 405 Marasi Dr - Business Bay - Dubai - United Arab Emirates,property leasing company Downtown Dubai,5
google_maps,https://elanrealestate.ae/,,Elan Real Estate,+971 52 510 1064,,,agency,Westburry Office Tower - 806 Marasi Dr - Business Bay - Dubai - United Arab Emirates,property leasing company Downtown Dubai,4.9
google_maps,http://www.lonewolfdubai.com/,,"Lone Wolf Real Estate, Dubai, U.A.E.",+971 4 394 4534,,,agency,"Opal tower, office#104-047 - POX BOX 452710 - الخليج التجاري - دبي - United Arab Emirates",property leasing company Downtown Dubai,4.9
google_maps,https://www.ivyproperties.ae/,,IVY Properties LLC,+971 56 541 0444,info@ivyproperties.ae,,agency,"Conrad Business Tower, Floor 19, Office S9 - المركز التجاري الأولي - دبي - United Arab Emirates",property leasing company Downtown Dubai,5
google_maps,https://timepropertyuae.com/,,Time Properties,+971 4 321 4442,info@timepropertyuae.com,,agency,Building 12 Marasi Dr - Business Bay - Bay Square - Dubai - United Arab Emirates,property leasing company Downtown Dubai,3.6
google_maps,,,Super Holiday Home: Explore Dubai with luxury stays studio apartment monthly or weekly availability,+971 52 861 1734,,,agency,Burj Khalifa - 25th floor - Burj Khalifa - Downtown Dubai - Dubai - United Arab Emirates,property leasing company Downtown Dubai,4.2
google_maps,https://www.rentanythings.com/,,"RentAnythings | Luxury Rental Marketplace Dubai, UAE",+971 58 551 5811,,,agency,The Exchange Tower - Office 1501-1506 - Unit 1521 15th Floor - Business Bay - Dubai - United Arab Emirates,property leasing company Downtown Dubai,5
google_maps,https://a1properties.ae/,,A1 Properties,+971 800 21776789,info@a1properties.ae,,agency,Fairmont Dubai - Office 1703 - Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates,property leasing company Downtown Dubai,4.5
google_maps,,,Souk Albahar downtown Tajer heart of dubai,+971 55 512 7943,,,agency,Souk Al Bahar - Burj Khalifa - Downtown Dubai - Dubai - United Arab Emirates,property leasing company Downtown Dubai,5
google_maps,https://pointblank-properties.com/,,Point Blank Properties,+971 4 354 1646,asset-3@4x.png,,agency,Blue Bay Tower 1618 - الخليج التجاري - دبي - United Arab Emirates,property leasing company Downtown Dubai,4.9
google_maps,https://sevenstonesdxb.com/,,Seven Stones Real Estate,+971 50 700 5884,info@sevenstonesdxb.com,,agency,"Office 905, Opal Tower - Burj Khalifa Blvd - Business Bay - Dubai - United Arab Emirates",property leasing company Downtown Dubai,4.7
google_maps,https://pangeadubai.com/,,Pangea Downtown,+971 4 566 3780,,,agency,BLVD Plaza Tower 1 Office 1103 - برج خليفة - وسط مدينة دبي - دبي - United Arab Emirates,property leasing company Downtown Dubai,4.9
google_maps,https://gxlloyd.com/,,GxLloyd - Dubai Immobilien,+971 56 394 6059,,,agency,903 - Boulevard Plaza Tower 1 - برج خليفة - وسط مدينة دبي - دبي - United Arab Emirates,property leasing company Downtown Dubai,4.8
google_maps,http://castleandkey.ae/,,Castle & Key Real Estate,+971 52 230 7949,info@castleandkey.ae,,agency,"Empire Heights Tower B, Office No 301 & 306 - الخليج التجاري - دبي - United Arab Emirates",property leasing company Downtown Dubai,4.9
google_maps,,,WORLD LANDLORDS PROPERTIES,+971 55 106 7097,,,agency,Downtown Dubai Business Bay Tamani Art Tower Office 649 - الخليج التجاري - دبي - United Arab Emirates,property leasing company Downtown Dubai,5
google_maps,https://wyzrent.com/,,WYZ Rent,+971 52 157 5554,info@wyzrent.com,,agency,Blue Bay Tower - Office 419 - الخليج التجاري - دبي - United Arab Emirates,property leasing company Downtown Dubai,5
google_maps,https://secondbest.ae/,,Second Best Homes,+971 55 598 7728,,,agency,Burj Khalifa Blvd - Burj Khalifa - Downtown Dubai - Dubai - United Arab Emirates,property leasing company Downtown Dubai,4.7
google_maps,http://www.westminster-properties.com/,,Westminster Properties LLC,+971 4 541 1211,group52@2x-1.png,,agency,Blue Bay Tower - 7th floor - Business Bay - Dubai - United Arab Emirates,property leasing company Downtown Dubai,4.2
google_maps,http://propertysimplified.ae/,,"Property Simplified – Trusted Real Estate Agency in Business Bay Dubai | Buy, Sell & Rent with Ease",+971 55 376 0939,,,agency,"ParkLane Tower Office 1207, Business Bay, Dubai, United Ara Emirates - الخليج التجاري - دبي - United Arab Emirates",property leasing company Downtown Dubai,4.3
google_maps,http://www.mjbay.ae/,,M J Bay Real Estate,+971 4 367 5749,,,agency,"Opal Tower - Office 805, 8 floor Burj Khalifa Blvd - Business Bay - Dubai - United Arab Emirates",property leasing company Downtown Dubai,4.8
google_maps,https://eidonamorproperty.com/,,EIDON AMOR PROPERTIES DUBAI,+971 52 298 5003,info@eidonamorproperty.com,,agency,The H Hotel - Office 2405 - Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates,property leasing company Downtown Dubai,5
google_maps,https://www.propigo.com/,,Propigo Holiday Homes | Short Term Rentals Dubai,+971 58 521 6210,support@propigo.com,,agency,Boulevard Point - Burj Khalifa - Downtown Dubai - Dubai - United Arab Emirates,property leasing company Downtown Dubai,5
google_maps,,,Purple Roof UAE,+971 54 762 7600,,,agency,"Office # 6, 2nd - Downtown, A4 - الخليج التجاري - دبي - United Arab Emirates",property leasing company Downtown Dubai,5
google_maps,https://propdub.com/,,PROP DUB REAL ESTATE LLC,+971 54 266 0995,,,agency,"The Metropolis Tower - Office 07, Unit 2201 - 22nd Marasi Dr - Business Bay - Dubai - United Arab Emirates",property leasing company Downtown Dubai,5
google_maps,http://valco-properties.com/,,Valco Properties (L.L.C),+971 4 379 9919,rameez@valco-properties.com,,agency,Marina Plaza - Office 2804 28th Floor - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,property leasing company JBR Dubai,4.6
google_maps,https://www.rush-hour.ae/,,RUSH HOUR REAL ESTATE BROKERAGE,+971 54 431 3048,admin@rush-hour.ae,,agency,46 Al Mamsha St - Marsa Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates,property leasing company JBR Dubai,5
google_maps,,,Royal Beach Residences,+971 56 874 7353,,,agency,The Walk - Marsa Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates,property leasing company JBR Dubai,4.6
google_maps,,,PARIS PLAGE VACATION HOMES RENTAL CO. LLC,+971 58 234 9123,,,agency,"apartment 312, Sadaf 6 - 3rd floor - Al Mamsha St - Marsa Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates",property leasing company JBR Dubai,
google_maps,,,Just Homes Real Estate,+971 50 353 3883,,,agency,Rimal 1 - Marsa Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates,property leasing company JBR Dubai,3
google_maps,https://www.dubaivacationshome.com/,,Dubai Vacations Home,+971 50 554 1467,,,agency,Amwaj-4 - Marsa Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates,property leasing company JBR Dubai,5
google_maps,https://atlantisrealestate.ae/listing-page/,,Atlantis Real Estate,+971 55 737 7447,info@atlantisheaven.com,,agency,"Business Bay, Dubai, UAE Gool Building, office 1918 - الخليج التجاري - دبي - United Arab Emirates",property leasing company Business Bay Dubai,4.9
google_maps,https://broeckrealestate.com/,,Broeck Real Estate,+971 4 564 3109,info@broeckrealestate.com,,agency,602 - Tamani Arts Tower - الخليج التجاري - دبي - United Arab Emirates,property leasing company Business Bay Dubai,4.8
google_maps,https://www.rai-properties.com/,,Rai Properties,+971 58 519 1880,nc+pezfkubxlq8y9_f@mu516ja0coip.twwx,,agency,"Prime Tower , 31st Floor - مراسي درايف - الخليج التجاري - دبي - United Arab Emirates",property leasing company Business Bay Dubai,4.9
google_maps,https://www.propertyfinder.ae/en/broker/own-first-real-estate-l-l-c-7094,,Own First Real Estate,+971 52 829 9511,ownfirstre@gmail.com,,agency,"Business Bay, Iris Bay Tower, DZIRE, 2506 - الخليج التجاري - دبي - United Arab Emirates",property leasing company Business Bay Dubai,4.8
google_maps,https://primocapital.ae/,,Primo Capital Real Estate,+971 4 280 3528,info@primocapital.ae,,agency,"Building 1, Office #103 - الخليج التجاري - Bay Square - دبي - United Arab Emirates",property leasing company Business Bay Dubai,4.8
google_maps,https://zooma.ae/,,Zooma Properties LLC,+971 4 420 6611,,,agency,"Office 2701 - Tower, Iris Bay - الخليج التجاري - دبي - United Arab Emirates",property leasing company Business Bay Dubai,4.7
google_maps,http://nexusgroup.me/,,Nexus Group,+971 4 514 8450,sales@hotelempire.com,,agency,"Office 1902, The Citadel Tower - الخليج التجاري - دبي - United Arab Emirates",property leasing company Business Bay Dubai,4.7
google_maps,http://www.osacproperties.com/,,OSAC Properties,+971 4 570 6006,info@osacproperties.com,,agency,"Churchill Executive Tower, Business Bay Office 2507, Floor 25 - الخليج التجاري - دبي - United Arab Emirates",property leasing company Business Bay Dubai,4.9
google_maps,https://buyselllet.ae/,,Buy Sell Let Real Estate | Off-plan properties in dubai | Houses in dubai for sale | Freehold properties in Dubai,+971 55 241 8753,,,agency,Opal Tower - Business Bay - Dubai - United Arab Emirates,property leasing company Business Bay Dubai,5
google_maps,https://dvrgroup.ae/,,DVR Luxury Living Real Estate & Vacation Homes,+971 52 525 1138,info@dvrgroup.ae,,agency,"Office 1605, Blue Bay Tower - Marasi Dr - Business Bay - Dubai - United Arab Emirates",property leasing company Business Bay Dubai,4.8
google_maps,https://www.eliteluxhomes.ae/,,Elite LUX Holiday Homes,+971 4 818 2300,reservations@eliteluxhomes.ae,,agency,Silver Tower - Business Bay - Dubai - United Arab Emirates,property leasing company Business Bay Dubai,4.8
google_maps,http://www.aimproperties.ae/,,AIM Properties,+971 4 369 5383,info@aimproperties.ae,,agency,Business Bay - Dubai - United Arab Emirates,property leasing company Business Bay Dubai,4.5
google_maps,http://www.select-group.ae/,,Select Group,+971 4 368 3355,info@select-group.ae,,agency,Peninsula - Select Group Headquarters - Business Bay - Dubai - United Arab Emirates,property leasing company Business Bay Dubai,4.4
google_maps,https://infinityproperties.ae/,,Infinity Properties LLC,+971 50 872 6368,info@infinityproperties.ae,,agency,"Business bay, Iris bay, Floor #20, Office 2007 - الخليج التجاري - دبي - United Arab Emirates",property leasing company Business Bay Dubai,4.3
google_maps,http://sbholidayhomes.com/,,SB Holiday Homes,+971 54 370 4970,,,agency,"The Binary by OMNIYAT, Business Bay, Office 1914-263 The Binary by OMNIYAT Business Bay, Office 1914-263 - الخليج التجاري - دبي - United Arab Emirates",property leasing company Business Bay Dubai,4.9
google_maps,https://luxuryonere.ae/,,Luxury One Real Estate L.L.C,+971 52 109 6888,,,agency,"Bay Square, Building 8, Office 101 - الخليج التجاري - Bay Square - دبي - United Arab Emirates",property leasing company Business Bay Dubai,4.6
google_maps,http://www.skyviewdubai.com/,,Sky View,+971 4 437 0431,info@skyviewdubai.com,,agency,Clover Bay Tower - Office 1108 - 1109 Marasi Dr - Business Bay - Dubai - United Arab Emirates,property leasing company Business Bay Dubai,4.6
google_maps,http://www.insight-dubai.com/,,INSIGHT PROPERTIES LLC,+971 55 974 3505,,,agency,"15th floor , office 15-34 - Blue Bay Tower - الخليج التجاري - دبي - United Arab Emirates",property leasing company Business Bay Dubai,4
google_maps,https://trillium.ae/,,Trillium Real Estate Dubai,+971 56 444 4105,info@trillium.ae,,agency,Palm Strip Mall - Jumeirah - Jumeirah 1 - Dubai - United Arab Emirates,property leasing company Jumeirah Dubai,4.9
